apartment_id,city,floor_number,area_sqm,number_of_rooms,number_of_bathrooms,finishing_status,price_egp,price_per_sqm,is_fake
APT03107,الساحل الشمالي,10,80,3,2,Fully Finished,3891000,48637,0
APT01075,الجيزة,18,140,3,2,Super Lux,4162000,29728,0
APT04002,الغردقة,2,110,2,1,Fully Finished,2787000,25336,0
APT00788,العاصمة الإدارية,0,120,3,3,Fully Finished,4505000,37541,0
APT02606,العين السخنة,6,110,3,2,Super Lux,4040000,36727,0
APT03631,القاهرة,8,150,4,4,Unfinished,2733000,18220,0
APT02122,القاهرة,1,100,3,2,Fully Finished,2855000,28550,0
APT01875,العاصمة الإدارية,4,60,1,2,Super Lux,3364000,56066,0
APT00812,الجيزة,5,110,2,2,Super Lux,2591000,23554,0
APT00388,الساحل الشمالي,20,90,2,2,Super Lux,5638000,62644,0
APT02883,الجيزة,18,90,3,3,Fully Finished,2052000,22800,0
APT01176,الإسكندرية,12,110,3,2,Unfinished,1567000,14245,0
APT03198,القاهرة الجديدة,12,100,2,2,Fully Finished,3453000,34530,0
APT02624,الجيزة,20,100,3,3,Fully Finished,3030000,30300,0
APT01352,القاهرة,20,100,3,3,Unfinished,1223000,12230,0
APT00411,العاصمة الإدارية,7,150,4,3,Fully Finished,7216000,48106,0
APT04213,الغردقة,4,100,2,2,Fully Finished,3134000,31340,0
APT04996,القاهرة الجديدة,20,130,3,2,Super Lux,4809000,36992,0
APT03430,الساحل الشمالي,15,120,3,2,Fully Finished,4269000,35575,0
APT02810,الساحل الشمالي,2,80,2,1,Fully Finished,5595000,69937,0
APT02595,الجيزة,18,120,3,3,Semi-Finished,1795000,14958,0
APT02837,شرم الشيخ,15,90,3,2,Semi-Finished,2604000,28933,0
APT02373,العاصمة الإدارية,0,90,2,2,Super Lux,4617000,51300,0
APT01236,القاهرة الجديدة,5,70,2,1,Super Lux,3446000,49228,0
APT02147,شرم الشيخ,12,140,4,4,Fully Finished,3576000,25542,0
APT04976,القاهرة الجديدة,1,90,3,2,Fully Finished,3207000,35633,0
APT00600,الجيزة,3,110,3,3,Fully Finished,2186000,19872,0
APT01435,الساحل الشمالي,2,120,4,2,Fully Finished,4520000,37666,0
APT04997,الجيزة,5,120,3,3,Super Lux,2739000,22825,0
APT00539,العاصمة الإدارية,6,90,3,3,Fully Finished,4585000,50944,0
APT00722,الغردقة,9,110,2,2,Fully Finished,2711000,24645,0
APT04411,العاصمة الإدارية,5,60,2,2,Super Lux,2968000,49466,0
APT01873,الجيزة,15,90,2,2,Fully Finished,2384000,26488,0
APT02846,شرم الشيخ,15,100,3,2,Fully Finished,4104000,41040,0
APT02054,العاصمة الإدارية,1,100,2,2,Semi-Finished,3463000,34630,0
APT02908,العاصمة الإدارية,6,80,2,1,Semi-Finished,2457000,30712,0
APT02255,القاهرة,15,110,2,2,Semi-Finished,1932000,17563,0
APT03913,القاهرة,7,80,3,2,Semi-Finished,2382000,29775,0
APT02891,الإسكندرية,10,110,2,2,Fully Finished,2096000,19054,0
APT03674,شرم الشيخ,6,180,6,4,Semi-Finished,5004000,27800,0
APT02562,العين السخنة,18,140,3,2,Unfinished,2434000,17385,0
APT01724,الإسكندرية,8,150,3,2,Semi-Finished,2173000,14486,0
APT01618,الساحل الشمالي,12,90,3,2,Unfinished,3364000,37377,0
APT01655,شرم الشيخ,5,130,3,2,Semi-Finished,3475000,26730,0
APT02329,العاصمة الإدارية,0,60,1,1,Semi-Finished,2346000,39100,0
APT04614,الغردقة,5,110,2,1,Semi-Finished,2037000,18518,0
APT02610,العين السخنة,7,60,1,2,Fully Finished,1370000,22833,0
APT03383,الإسكندرية,15,100,2,2,Fully Finished,1831000,18310,0
APT04416,القاهرة الجديدة,1,110,3,2,Super Lux,5477000,49790,0
APT01398,الجيزة,0,150,3,2,Unfinished,2624000,17493,0
APT04687,العاصمة الإدارية,0,70,2,2,Semi-Finished,1894000,27057,0
APT01293,الإسكندرية,20,100,3,3,Fully Finished,2451000,24510,0
APT02165,الساحل الشمالي,20,150,3,3,Super Lux,9530000,63533,0
APT02940,العاصمة الإدارية,3,100,2,1,Fully Finished,3065000,30650,0
APT03669,الإسكندرية,0,100,3,3,Semi-Finished,1360000,13600,0
APT00813,الإسكندرية,7,90,2,2,Fully Finished,1131000,12566,0
APT01259,الجيزة,0,70,2,1,Unfinished,721000,10300,0
APT00890,الجيزة,10,140,4,3,Semi-Finished,2237000,15978,0
APT01452,القاهرة الجديدة,3,110,2,2,Semi-Finished,2907000,26427,0
APT03317,العين السخنة,18,90,2,2,Semi-Finished,1824000,20266,0
APT02560,الساحل الشمالي,3,90,3,2,Fully Finished,4978000,55311,0
APT03575,الجيزة,12,120,3,3,Unfinished,1607000,13391,0
APT02681,شرم الشيخ,5,80,3,3,Fully Finished,1851000,23137,0
APT04652,الإسكندرية,0,140,4,4,Unfinished,2257000,16121,0
APT04812,العين السخنة,12,100,3,3,Fully Finished,1831000,18310,0
APT04680,شرم الشيخ,4,60,1,1,Semi-Finished,1529000,25483,0
APT02965,الساحل الشمالي,15,90,3,2,Unfinished,3511000,39011,0
APT02673,العين السخنة,18,120,3,3,Semi-Finished,3681000,30675,0
APT00562,العين السخنة,4,130,4,3,Fully Finished,3545000,27269,0
APT02779,القاهرة الجديدة,8,120,3,3,Super Lux,4868000,40566,0
APT02949,الساحل الشمالي,12,220,4,3,Super Lux,14135000,64250,0
APT02818,الإسكندرية,4,90,2,1,Fully Finished,1417000,15744,0
APT02759,الغردقة,5,90,2,1,Semi-Finished,2024000,22488,0
APT01757,العين السخنة,15,80,2,2,Fully Finished,1981000,24762,0
APT00725,الإسكندرية,7,100,2,1,Fully Finished,2161000,21610,0
APT04140,شرم الشيخ,6,140,4,4,Semi-Finished,3447000,24621,0
APT03958,الغردقة,10,120,3,2,Fully Finished,3763000,31358,0
APT01589,الإسكندرية,18,110,2,2,Super Lux,3396000,30872,0
APT03348,الغردقة,5,130,3,2,Fully Finished,4112000,31630,0
APT03971,العين السخنة,10,80,2,2,Super Lux,3267000,40837,0
APT04708,الجيزة,1,160,4,3,Semi-Finished,3228000,20175,0
APT03002,الجيزة,10,100,2,2,Fully Finished,2293000,22930,0
APT00678,الساحل الشمالي,3,150,3,3,Semi-Finished,7482000,49880,0
APT00355,الساحل الشمالي,2,120,4,4,Super Lux,5528000,46066,0
APT01434,الساحل الشمالي,9,70,1,1,Super Lux,4084000,58342,0
APT00950,القاهرة,10,130,3,2,Unfinished,2976000,22892,0
APT02844,القاهرة الجديدة,6,100,2,1,Fully Finished,2822000,28220,0
APT00578,الإسكندرية,1,300,6,4,Semi-Finished,4166000,13886,0
APT03929,شرم الشيخ,15,90,2,2,Semi-Finished,2654000,29488,0
APT00545,العين السخنة,12,180,6,4,Fully Finished,3844000,21355,0
APT00368,الإسكندرية,1,80,3,3,Fully Finished,864000,10800,0
APT01613,الساحل الشمالي,6,140,4,2,Fully Finished,6396000,45685,0
APT03551,الإسكندرية,4,130,4,2,Fully Finished,2767000,21284,0
APT03717,الساحل الشمالي,1,120,3,3,Super Lux,6012000,50100,0
APT03780,الإسكندرية,5,90,3,2,Semi-Finished,1486000,16511,0
APT04481,الجيزة,3,100,3,2,Fully Finished,2701000,27010,0
APT01438,الجيزة,12,100,3,3,Semi-Finished,1959000,19590,0
APT01361,العين السخنة,5,100,2,1,Super Lux,3814000,38140,0
APT00735,القاهرة,7,100,2,1,Unfinished,1929000,19290,0
APT01535,الجيزة,7,130,3,2,Fully Finished,2714000,20876,0
APT02005,القاهرة الجديدة,0,110,3,3,Unfinished,2416000,21963,0
APT03796,الجيزة,9,130,4,2,Fully Finished,2966000,22815,0
APT02520,الجيزة,7,120,4,2,Semi-Finished,2488000,20733,0
APT01973,العاصمة الإدارية,10,80,3,2,Fully Finished,3639000,45487,0
APT00997,الغردقة,12,100,3,3,Unfinished,2992000,29920,0
APT01109,العين السخنة,12,120,4,2,Fully Finished,2946000,24550,0
APT02406,الساحل الشمالي,6,160,3,2,Semi-Finished,5952000,37200,0
APT00479,شرم الشيخ,0,60,2,1,Fully Finished,2176000,36266,0
APT04360,العين السخنة,3,140,3,3,Super Lux,4846000,34614,0
APT04113,العين السخنة,20,130,4,3,Fully Finished,4244000,32646,0
APT03708,العين السخنة,2,300,4,2,Unfinished,4676000,15586,0
APT01102,الإسكندرية,10,90,2,1,Fully Finished,1633000,18144,0
APT02747,القاهرة,7,100,3,2,Semi-Finished,2791000,27910,0
APT02171,العاصمة الإدارية,18,120,3,3,Fully Finished,5973000,49775,0
APT00323,شرم الشيخ,5,150,3,3,Super Lux,5939000,39593,0
APT04255,الساحل الشمالي,1,160,4,4,Unfinished,4676000,29225,0
APT03143,الجيزة,5,110,2,2,Semi-Finished,2026000,18418,0
APT03538,الغردقة,9,90,2,1,Fully Finished,2549000,28322,0
APT04926,الإسكندرية,18,130,3,3,Semi-Finished,2081000,16007,0
APT02925,القاهرة الجديدة,5,120,3,2,Fully Finished,3893000,32441,0
APT01150,العين السخنة,18,100,3,3,Semi-Finished,1858000,18580,0
APT03618,الساحل الشمالي,15,160,3,3,Fully Finished,8918000,55737,0
APT00292,القاهرة الجديدة,9,90,2,1,Semi-Finished,2159000,23988,0
APT03750,الإسكندرية,12,110,3,3,Fully Finished,1322000,12018,0
APT03587,العين السخنة,15,80,3,2,Fully Finished,2661000,33262,0
APT00534,الغردقة,3,80,2,1,Semi-Finished,1587000,19837,0
APT03608,الساحل الشمالي,12,100,2,2,Fully Finished,5385000,53850,0
APT02649,شرم الشيخ,7,120,3,3,Fully Finished,3637000,30308,0
APT04811,العين السخنة,20,90,3,3,Fully Finished,2081000,23122,0
APT01984,العين السخنة,20,120,3,2,Fully Finished,3290000,27416,0
APT02933,شرم الشيخ,0,120,4,2,Fully Finished,2632000,21933,0
APT01537,العين السخنة,10,110,2,2,Fully Finished,2675000,24318,0
APT04535,العاصمة الإدارية,15,110,3,2,Fully Finished,5159000,46900,0
APT04173,الجيزة,8,110,3,3,Fully Finished,1728000,15709,0
APT03361,القاهرة الجديدة,3,80,2,1,Fully Finished,2125000,26562,0
APT03666,العاصمة الإدارية,2,110,3,2,Super Lux,5546000,50418,0
APT04006,الإسكندرية,1,90,2,2,Semi-Finished,841000,9344,0
APT03627,القاهرة,1,150,3,2,Fully Finished,4657000,31046,0
APT00587,الغردقة,1,110,3,3,Unfinished,2090000,19000,0
APT03257,القاهرة الجديدة,2,80,2,2,Semi-Finished,1712000,21400,0
APT02299,الجيزة,8,150,4,4,Semi-Finished,2349000,15660,0
APT03989,العين السخنة,9,120,4,4,Fully Finished,4150000,34583,0
APT00585,العاصمة الإدارية,4,120,3,2,Fully Finished,5297000,44141,0
APT02424,القاهرة الجديدة,10,100,3,3,Semi-Finished,2252000,22520,0
APT01392,الغردقة,8,90,2,2,Semi-Finished,1647000,18300,0
APT04526,شرم الشيخ,20,100,2,2,Fully Finished,2959000,29590,0
APT04921,شرم الشيخ,15,120,4,3,Super Lux,6086000,50716,0
APT04801,القاهرة الجديدة,15,100,3,2,Unfinished,2186000,21860,0
APT03241,الغردقة,15,140,3,3,Semi-Finished,3558000,25414,0
APT04282,الساحل الشمالي,8,100,2,1,Fully Finished,5188000,51880,0
APT03339,القاهرة الجديدة,2,140,3,2,Unfinished,2922000,20871,0
APT03221,الإسكندرية,4,100,2,1,Unfinished,1048000,10480,0
APT02112,العين السخنة,5,140,4,3,Unfinished,2539000,18135,0
APT01175,العين السخنة,6,160,3,3,Unfinished,3008000,18800,0
APT04863,الإسكندرية,8,90,2,1,Unfinished,990000,11000,0
APT03812,الإسكندرية,1,90,3,3,Fully Finished,1475000,16388,0
APT01868,الغردقة,0,100,2,1,Fully Finished,2569000,25690,0
APT02615,العاصمة الإدارية,8,80,3,2,Semi-Finished,2415000,30187,0
APT03867,العين السخنة,0,130,4,3,Semi-Finished,3162000,24323,0
APT04886,شرم الشيخ,20,120,4,4,Super Lux,5041000,42008,0
APT03779,شرم الشيخ,6,80,3,3,Fully Finished,3003000,37537,0
APT03847,الجيزة,15,120,3,2,Super Lux,4593000,38275,0
APT02417,العين السخنة,2,70,2,2,Semi-Finished,1399000,19985,0
APT04881,العاصمة الإدارية,8,120,4,4,Semi-Finished,3164000,26366,0
APT01127,القاهرة الجديدة,9,90,3,3,Semi-Finished,2276000,25288,0
APT04025,الساحل الشمالي,5,100,2,2,Semi-Finished,5057000,50570,0
APT03251,الغردقة,0,90,2,1,Semi-Finished,2297000,25522,0
APT03902,الجيزة,0,60,1,1,Unfinished,707000,11783,0
APT01096,القاهرة الجديدة,2,130,3,2,Fully Finished,3247000,24976,0
APT04546,القاهرة الجديدة,10,80,2,1,Fully Finished,1967000,24587,0
APT01213,الإسكندرية,4,70,1,2,Unfinished,555000,7928,0
APT03922,الجيزة,20,100,3,2,Fully Finished,2087000,20870,0
APT01426,القاهرة الجديدة,4,110,3,2,Fully Finished,3437000,31245,0
APT03067,الجيزة,7,150,4,3,Fully Finished,2583000,17220,0
APT04520,الإسكندرية,15,150,3,3,Super Lux,3743000,24953,0
APT02101,القاهرة الجديدة,12,180,5,4,Unfinished,3042000,16900,0
APT00808,القاهرة الجديدة,12,110,2,1,Fully Finished,4005000,36409,0
APT04744,الجيزة,1,60,2,1,Super Lux,1535000,25583,0
APT03751,القاهرة,8,220,5,2,Semi-Finished,4808000,21854,0
APT01363,الغردقة,7,100,3,3,Fully Finished,3017000,30170,0
APT02318,الغردقة,8,90,3,3,Unfinished,1293000,14366,0
APT04582,الساحل الشمالي,8,90,3,3,Semi-Finished,3975000,44166,0
APT04742,العاصمة الإدارية,6,110,2,2,Unfinished,3177000,28881,0
APT01026,العاصمة الإدارية,5,90,2,2,Unfinished,2735000,30388,0
APT03110,شرم الشيخ,2,120,3,2,Fully Finished,3823000,31858,0
APT02111,الغردقة,10,160,4,2,Semi-Finished,4642000,29012,0
APT01042,القاهرة,8,140,3,3,Super Lux,5871000,41935,0
APT01877,العاصمة الإدارية,12,80,2,2,Semi-Finished,3261000,40762,0
APT00882,القاهرة,20,80,2,2,Super Lux,3815000,47687,0
APT04300,العين السخنة,6,100,2,2,Super Lux,3490000,34900,0
APT01193,الإسكندرية,18,130,3,2,Fully Finished,2087000,16053,0
APT04588,القاهرة,15,110,2,1,Fully Finished,3673000,33390,0
APT04511,الإسكندرية,10,80,2,1,Super Lux,1731000,21637,0
APT03671,الغردقة,18,120,3,2,Unfinished,2786000,23216,0
APT00625,الجيزة,5,70,1,1,Fully Finished,1359000,19414,0
APT02797,الغردقة,4,160,4,2,Fully Finished,2828000,17675,0
APT04292,القاهرة الجديدة,12,150,4,2,Semi-Finished,4026000,26840,0
APT04969,الغردقة,6,100,2,2,Semi-Finished,1428000,14280,0
APT04567,الجيزة,5,120,3,2,Semi-Finished,2480000,20666,0
APT01663,الإسكندرية,12,90,3,2,Semi-Finished,1413000,15700,0
APT00416,الساحل الشمالي,3,130,3,3,Super Lux,8453000,65023,0
APT04247,القاهرة,1,120,4,4,Unfinished,2474000,20616,0
APT02174,العين السخنة,7,100,3,3,Unfinished,2305000,23050,0
APT01457,الساحل الشمالي,2,120,4,3,Fully Finished,5666000,47216,0
APT00747,القاهرة,3,120,4,2,Semi-Finished,2309000,19241,0
APT01201,شرم الشيخ,10,120,3,2,Fully Finished,3897000,32475,0
APT01700,شرم الشيخ,4,80,3,3,Fully Finished,3540000,44250,0
APT03254,القاهرة الجديدة,18,110,2,1,Fully Finished,3880000,35272,0
APT00597,القاهرة الجديدة,2,100,3,3,Unfinished,2289000,22890,0
APT03227,شرم الشيخ,12,130,4,3,Fully Finished,5928000,45600,0
APT04406,العاصمة الإدارية,5,120,3,2,Fully Finished,4948000,41233,0
APT04720,العاصمة الإدارية,5,110,2,1,Fully Finished,4233000,38481,0
APT01506,الإسكندرية,6,130,4,4,Semi-Finished,1418000,10907,0
APT01413,العين السخنة,7,180,4,3,Semi-Finished,3636000,20200,0
APT01966,الساحل الشمالي,0,100,3,3,Super Lux,4442000,44420,0
APT00372,الساحل الشمالي,12,100,3,2,Fully Finished,4597000,45970,0
APT01341,القاهرة الجديدة,10,120,3,3,Fully Finished,4091000,34091,0
APT00599,الغردقة,15,90,3,3,Semi-Finished,2432000,27022,0
APT03401,الساحل الشمالي,5,130,4,4,Unfinished,4214000,32415,0
APT02068,العاصمة الإدارية,1,100,3,3,Unfinished,1926000,19260,0
APT00811,شرم الشيخ,12,140,3,3,Super Lux,7024000,50171,0
APT01095,الإسكندرية,8,150,3,2,Semi-Finished,2273000,15153,0
APT04325,الجيزة,4,110,3,3,Fully Finished,1963000,17845,0
APT04761,الساحل الشمالي,18,110,3,2,Fully Finished,5748000,52254,0
APT03677,شرم الشيخ,7,90,3,2,Unfinished,2558000,28422,0
APT03465,العين السخنة,1,180,4,2,Unfinished,3068000,17044,0
APT03104,شرم الشيخ,15,100,3,3,Semi-Finished,1919000,19190,0
APT02750,العين السخنة,9,120,4,4,Fully Finished,3105000,25875,0
APT02296,الغردقة,7,140,3,3,Unfinished,3274000,23385,0
APT04193,الساحل الشمالي,5,90,3,2,Semi-Finished,4321000,48011,0
APT03709,الغردقة,2,110,2,2,Fully Finished,3449000,31354,0
APT03019,القاهرة,12,130,4,2,Fully Finished,4388000,33753,0
APT04253,شرم الشيخ,8,90,3,2,Fully Finished,3468000,38533,0
APT00804,الساحل الشمالي,12,180,4,2,Fully Finished,10275000,57083,0
APT04191,شرم الشيخ,9,120,3,2,Semi-Finished,2581000,21508,0
APT03706,الساحل الشمالي,5,100,3,3,Semi-Finished,4518000,45180,0
APT00752,القاهرة,12,90,2,2,Super Lux,2589000,28766,0
APT04645,الساحل الشمالي,3,100,3,2,Semi-Finished,3374000,33740,0
APT02532,العين السخنة,0,130,3,3,Fully Finished,3459000,26607,0
APT00622,الساحل الشمالي,15,110,3,3,Semi-Finished,5079000,46172,0
APT02298,شرم الشيخ,6,120,3,3,Unfinished,1613000,13441,0
APT03829,القاهرة الجديدة,0,120,3,2,Super Lux,5272000,43933,0
APT00567,الغردقة,10,110,3,2,Fully Finished,3380000,30727,0
APT01136,القاهرة,10,160,3,3,Super Lux,5778000,36112,0
APT01205,القاهرة الجديدة,10,160,4,4,Semi-Finished,3612000,22575,0
APT01048,العين السخنة,15,120,3,3,Fully Finished,3857000,32141,0
APT03652,العاصمة الإدارية,3,70,1,2,Semi-Finished,2906000,41514,0
APT01045,الساحل الشمالي,10,130,3,3,Fully Finished,7254000,55800,0
APT02182,العين السخنة,15,100,2,1,Semi-Finished,2386000,23860,0
APT02689,العين السخنة,8,130,3,3,Unfinished,1889000,14530,0
APT00535,العين السخنة,3,130,3,3,Fully Finished,2577000,19823,0
APT03185,الإسكندرية,15,90,3,2,Fully Finished,1867000,20744,0
APT03858,القاهرة,6,140,4,3,Fully Finished,3490000,24928,0
APT00444,العاصمة الإدارية,9,300,6,2,Unfinished,6878000,22926,0
APT03605,الساحل الشمالي,3,90,2,1,Unfinished,2452000,27244,0
APT01116,الإسكندرية,8,90,2,2,Super Lux,1903000,21144,0
APT00766,العاصمة الإدارية,8,120,4,3,Super Lux,3694000,30783,0
APT01946,القاهرة,7,70,1,2,Fully Finished,1877000,26814,0
APT03248,الجيزة,15,100,3,3,Semi-Finished,2399000,23990,0
APT03003,العين السخنة,4,100,3,3,Semi-Finished,2353000,23530,0
APT01433,الغردقة,9,130,3,3,Unfinished,2973000,22869,0
APT04201,القاهرة الجديدة,1,80,3,3,Super Lux,3250000,40625,0
APT03096,العين السخنة,12,70,1,1,Fully Finished,2600000,37142,0
APT02923,الجيزة,6,70,1,2,Fully Finished,1824000,26057,0
APT00645,العاصمة الإدارية,2,120,4,2,Fully Finished,4977000,41475,0
APT01050,شرم الشيخ,18,130,4,3,Semi-Finished,3694000,28415,0
APT03746,العاصمة الإدارية,12,130,3,2,Super Lux,6904000,53107,0
APT04094,العاصمة الإدارية,6,90,2,1,Super Lux,4268000,47422,0
